city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Fruit Cove,Roy Skaria,Corporate,0.1,1,2012-11-23,3492,Low,49,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-1195.12,South,507,6177.53,2012-11-23,Delivery Truck,54.74,Florida,130.98,32259
Fruit Cove,Roy Skaria,Corporate,0.04,1,2012-11-23,3492,Low,33,0.59,Office Supplies,Wrap Bag,Newell 318,Pens & Art Supplies,-6.34,South,508,94.6,2012-11-23,Regular Air,1.25,Florida,2.78,32259
Yakima,Frank Hawley,Home Office,0.02,1,2012-11-23,19521,Not Specified,9,0.85,Office Supplies,Large Box,Belkin OmniView SE Rackmount Kit,Storage & Organization,-306.32,West,2696,351.06,2012-11-24,Regular Air,35,Washington,35.48,98902
Dayton,Bill Overfelt,Corporate,0,1,2012-11-23,46052,Medium,39,0.54,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,194.15,East,6472,729.21,2012-11-25,Express Air,5.03,Ohio,17.78,45406
Dayton,Bill Overfelt,Corporate,0.05,1,2012-11-23,46052,Medium,37,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,878.21,East,6471,2374.35,2012-11-25,Regular Air,14.48,Ohio,63.94,45406
Lafayette,Nona Balk,Corporate,0.01,1,2012-11-23,6211,Critical,28,0.37,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-142.669,South,866,67.72,2012-11-25,Regular Air,6.05,Louisiana,2.16,70506
Lake Charles,Nona Balk,Corporate,0.07,1,2012-11-23,6211,Critical,3,0.59,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-38.93,South,867,68.64,2012-11-25,Regular Air,8.99,Louisiana,21.38,70601
Edina,Neil Ducich,Home Office,0.05,1,2012-11-23,22885,Medium,4,0.82,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-29.9,Central,3190,56.47,2012-11-25,Regular Air,4.59,Minnesota,12.88,55410
Vernon Hills,Bryan Mills,Small Business,0.05,1,2012-11-23,48295,Medium,48,0.37,Technology,Medium Box,"Soundgear Copyboard Conference Phone, Optional Battery",Office Machines,4938.78,Central,6783,10051.52,2012-11-25,Regular Air,13.99,Illinois,204.1,60061
Fruit Cove,Roy Skaria,Corporate,0.04,1,2012-11-23,3492,Low,35,0.4,Office Supplies,Small Box,Catalog Binders with Expanding Posts,Binders and Binder Accessories,524.875,South,506,2393.63,2012-11-28,Regular Air,19.99,Florida,67.28,32259
Millville,Brad Thomas,Home Office,0.07,1,2012-11-23,34689,Low,36,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-39.5,East,4874,572.4,2012-11-30,Regular Air,6.25,New Jersey,16.91,8332
Amarillo,Darren Budd,Corporate,0.06,1,2012-11-24,10183,Critical,48,0.6,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,-279.44,Central,1401,1210.02,2012-11-25,Delivery Truck,14.36,Texas,25.98,79109
Kingman,Benjamin Patterson,Corporate,0.07,1,2012-11-24,19943,Critical,16,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-374.96,West,2760,1959.92,2012-11-25,Delivery Truck,51.94,Arizona,124.49,86401
Schererville,Jennifer Braxton,Small Business,0.05,1,2012-11-24,40835,High,1,0.57,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,-6.68,Central,5752,18.73,2012-11-25,Regular Air,6.13,Indiana,12.28,46375
Schererville,Jennifer Braxton,Small Business,0.06,1,2012-11-24,40835,High,26,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-8.0845,Central,5750,393.59,2012-11-26,Regular Air,8.4,Indiana,15.01,46375
Kirkland,Stephanie Phelps,Consumer,0.03,1,2012-11-24,11909,Not Specified,11,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,-20.911,West,1652,194.174,2012-11-26,Regular Air,0.99,Washington,20.99,98034
Schererville,Jennifer Braxton,Small Business,0.09,1,2012-11-24,40835,High,14,0.77,Technology,Small Box,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,-326.97,Central,5751,551.18,2012-11-26,Regular Air,19.99,Indiana,40.48,46375
Urbana,Brad Eason,Small Business,0.09,1,2012-11-25,55875,Critical,31,0.68,Office Supplies,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,-104.96,Central,7814,178.45,2012-11-25,Regular Air,4.69,Illinois,5.98,61801
Amarillo,Cynthia Arntzen,Home Office,0.01,1,2012-11-25,48710,Medium,4,0.38,Office Supplies,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,-1.73,Central,6842,29.24,2012-11-26,Regular Air,1.6,Texas,6.98,79109
Westlake,Harold Ryan,Home Office,0.05,1,2012-11-25,30726,Medium,35,0.57,Office Supplies,Small Box,Fellowes Mighty 8 Compact Surge Protector,Appliances,140.57,East,4313,725.15,2012-11-26,Regular Air,3.99,Ohio,20.27,44145
Alton,Allen Rosenblatt,Small Business,0.07,1,2012-11-25,998,Not Specified,16,0.4,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,93.8,Central,161,248.26,2012-11-26,Regular Air,1.39,Illinois,15.74,62002
Carrollton,Erin Creighton,Corporate,0.04,1,2012-11-25,17668,Medium,13,0.59,Technology,Small Box,Phone 918,Telephones and Communication,-69.784,Central,2433,2219.7325,2012-11-26,Express Air,5,Texas,205.99,75007
Carrollton,Erin Creighton,Corporate,0.05,1,2012-11-25,17668,Medium,24,0.39,Technology,Medium Box,Polycom VoiceStation 100,Office Machines,2574.12,Central,2432,6930.97,2012-11-26,Regular Air,13.99,Texas,300.98,75007
Carrollton,Erin Creighton,Corporate,0.04,1,2012-11-25,17668,Medium,49,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,296.06,Central,2431,848.92,2012-11-27,Regular Air,1.99,Texas,17.48,75007
Urbana,Brad Eason,Small Business,0,1,2012-11-25,55875,Critical,50,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,39.29,Central,7813,413.86,2012-11-28,Regular Air,4,Illinois,7.59,61801
Cloverleaf,Michelle Huthwaite,Home Office,0.05,1,2012-11-25,32195,Medium,7,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-14.03,Central,4526,86.29,2012-11-28,Regular Air,6.97,Texas,11.58,77015
Oro Valley,Cindy Chapman,Consumer,0.09,1,2012-11-25,10884,Low,24,0.55,Technology,Small Box,SC7868i,Telephones and Communication,416.673,West,1505,2525.9875,2012-12-02,Regular Air,8.99,Arizona,125.99,85737
Charleston,Saphhira Shifley,Consumer,0.02,1,2012-11-26,55906,Critical,42,0.59,Office Supplies,Small Box,Desktop 3-Pocket Hot File®,Storage & Organization,-19.37,South,7819,2269.01,2012-11-27,Regular Air,19.99,South Carolina,54.1,29418
Charleston,Saphhira Shifley,Consumer,0.06,1,2012-11-26,55906,Critical,15,0.35,Office Supplies,Wrap Bag,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,43.92,South,7818,120.52,2012-11-27,Regular Air,1.25,South Carolina,7.98,29418
Charleston,Saphhira Shifley,Consumer,0.02,1,2012-11-26,55906,Critical,49,0.37,Office Supplies,Small Box,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Binders and Binder Accessories,14.841,South,7817,276.3,2012-11-28,Regular Air,2.99,South Carolina,5.58,29418
Hays,Roy Skaria,Corporate,0.03,1,2012-11-27,52035,High,29,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,-4437.91,Central,7298,20872.16,2012-11-30,Regular Air,24.49,Kansas,699.99,67601
Richfield,Art Ferguson,Corporate,0.02,1,2012-11-28,5511,Critical,46,0.59,Office Supplies,Wrap Bag,DIXON Oriole® Pencils,Pens & Art Supplies,-5.54,Central,773,129.44,2012-11-29,Express Air,1.3,Minnesota,2.58,55423
Twin Falls,Tim Brockman,Consumer,0.05,1,2012-11-28,15074,Not Specified,27,0.38,Office Supplies,Small Box,Xerox 1932,Paper,369.48,West,2106,941.4,2012-11-29,Regular Air,5.09,Idaho,35.44,83301
Richfield,Art Ferguson,Corporate,0.02,1,2012-11-28,5511,Critical,32,0.55,Technology,Small Box,StarTAC Series,Telephones and Communication,482.445,Central,774,1829.387,2012-11-29,Regular Air,3.9,Minnesota,65.99,55423
Greeneville,Jennifer Ferguson,Corporate,0.06,1,2012-11-28,39717,High,20,0.55,Office Supplies,Small Box,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage & Organization,-58.13,South,5604,835.48,2012-11-30,Regular Air,16.36,Tennessee,43.57,37743
Clarksburg,Philip Fox,Home Office,0.09,1,2012-11-29,37924,High,21,0.57,Office Supplies,Small Box,Model L Table or Wall-Mount Pencil Sharpener,Pens & Art Supplies,-80.53,East,5339,352.44,2012-11-29,Regular Air,8.65,West Virginia,17.99,26301
Brentwood,Philip Fox,Home Office,0.05,1,2012-11-29,37924,High,49,0.59,Office Supplies,Small Box,Economy Rollaway Files,Storage & Organization,2008.71,South,5338,8094.55,2012-11-29,Regular Air,19.99,Tennessee,165.2,37027
Buffalo Grove,Charlotte Melton,Home Office,0.02,1,2012-11-29,36707,Medium,47,0.39,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,71.56,Central,5154,181.78,2012-11-30,Regular Air,0.71,Illinois,3.78,60089
Central Islip,Dennis Kane,Small Business,0.1,1,2012-11-29,20710,High,31,0.68,Technology,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-94.61,East,2872,180.7,2012-11-30,Regular Air,3.85,New York,5.98,11722
Steubenville,Chris Selesnick,Home Office,0.02,1,2012-11-29,38947,Critical,20,0.48,Furniture,Small Box,DAX Clear Channel Poster Frame,Office Furnishings,4.91,East,5487,307.46,2012-12-01,Regular Air,7.4,Ohio,14.58,43952
Central Islip,Dennis Kane,Small Business,0.07,1,2012-11-29,20710,High,26,0.39,Office Supplies,Small Box,Avery 494,Labels,22.71,East,2873,67.4,2012-12-01,Regular Air,0.5,New York,2.61,11722
Georgetown,Kelly Lampkin,Home Office,0.04,1,2012-11-30,12258,Low,3,0.69,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-264.94,Central,1697,561.65,2012-11-30,Delivery Truck,30,Texas,180.98,78626
Coram,Dionis Lloyd,Small Business,0.07,1,2012-11-30,57061,Low,6,0.39,Office Supplies,Small Box,Avery 51,Labels,6.22,East,7980,36.56,2012-11-30,Regular Air,0.5,New York,6.3,11727
Coram,Dionis Lloyd,Small Business,0.06,1,2012-11-30,57061,Low,3,0.54,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,46.84,East,7981,55.17,2012-12-02,Regular Air,5.03,New York,17.78,11727
Grand Prairie,Kelly Lampkin,Home Office,0.01,1,2012-11-30,12258,Low,22,0.69,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,660.63,Central,1699,2431.13,2012-12-04,Regular Air,13.99,Texas,110.98,75051
Sandusky,Sean O'Donnell,Corporate,0.08,1,2012-11-30,36416,Low,44,0.37,Office Supplies,Small Box,Xerox 1998,Paper,-98.53,East,5109,276,2012-12-04,Regular Air,5.82,Ohio,6.48,44870
Sandusky,Sean O'Donnell,Corporate,0.04,1,2012-11-30,36416,Low,46,0.55,Office Supplies,Wrap Bag,"Sanford Colorific Colored Pencils, 12/Box",Pens & Art Supplies,6.93,East,5110,132.01,2012-12-04,Regular Air,1.01,Ohio,2.88,44870
Grand Prairie,Kelly Lampkin,Home Office,0.06,1,2012-11-30,12258,Low,2,0.56,Office Supplies,Large Box,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,-52.54,Central,1698,55.6,2012-12-05,Regular Air,49,Texas,3.25,75051
Grand Prairie,Kelly Lampkin,Home Office,0.05,1,2012-11-30,12258,Low,27,0.53,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,-5.02,Central,1700,113.4,2012-12-07,Express Air,2,Texas,3.95,75051
Coram,Dionis Lloyd,Small Business,0.04,1,2012-11-30,57061,Low,21,0.38,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-80.109,East,7979,470.79,2012-12-07,Regular Air,15.1,New York,22.38,11727
Harrisburg,Jim Sink,Corporate,0.09,1,2012-12-01,39844,Not Specified,47,0.79,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,-286.47,East,5626,4387.24,2012-12-02,Regular Air,19.99,Pennsylvania,95.43,17112
El Centro,Roland Fjeld,Corporate,0.07,1,2012-12-01,38594,Medium,26,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,247.94,West,5431,1011.9,2012-12-02,Regular Air,1.99,California,39.48,92243
Pasadena,Tamara Chand,Consumer,0.07,1,2012-12-01,6592,Low,33,0.83,Office Supplies,Large Box,Tennsco Industrial Shelving,Storage & Organization,-971.36,Central,918,1621.1,2012-12-03,Express Air,35,Texas,48.91,77506
Miami,Natalie Webber,Corporate,0.06,1,2012-12-01,52070,Not Specified,29,0.41,Office Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Pens & Art Supplies,-109.94,South,7304,67.97,2012-12-03,Regular Air,5.2,Florida,2.28,33142
Pasadena,Tamara Chand,Consumer,0.09,1,2012-12-01,6592,Low,29,0.58,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",-177.17,Central,917,194.29,2012-12-08,Regular Air,8.37,Texas,6.84,77506
Troy,Anne Pryor,Home Office,0.02,1,2012-12-02,36355,Medium,6,0.53,Furniture,Small Box,"Seth Thomas 8 1/2"" Cubicle Clock",Office Furnishings,65.49,East,5098,129.5,2012-12-02,Regular Air,6.68,New York,20.28,12180
Troy,Anne Pryor,Home Office,0.09,1,2012-12-02,36355,Medium,9,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-42.9755,East,5097,61.43,2012-12-02,Express Air,7.78,New York,5.4,12180
Hilton Head Island,Laurel Beltran,Consumer,0,1,2012-12-02,21635,Low,2,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-34.4195,South,3003,65.31,2012-12-02,Regular Air,12.98,South Carolina,24.92,29915
Tucker,Nick Zandusky,Small Business,0.02,1,2012-12-02,46113,Not Specified,18,0.59,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,945.54,South,6476,2567.13,2012-12-03,Express Air,24.49,Georgia,136.98,30084
Utica,Anne Pryor,Home Office,0.05,1,2012-12-02,36355,Medium,43,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-72.5,East,5100,90.93,2012-12-03,Regular Air,2.56,New York,2.08,13501
Troy,Anne Pryor,Home Office,0,1,2012-12-02,36355,Medium,10,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,15.73,East,5099,125.95,2012-12-03,Regular Air,2.36,New York,11.55,12180
Lafayette,Harold Engle,Consumer,0.05,1,2012-12-02,645,High,42,0.4,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,89.4455,Central,105,557.85,2012-12-04,Regular Air,4.98,Indiana,12.95,47905
Greenfield,Michelle Ellison,Home Office,0.06,1,2012-12-02,49668,Low,25,0.83,Office Supplies,Wrap Bag,Rubber Band Ball,Rubber Bands,-15.37,Central,6952,93.22,2012-12-09,Regular Air,0.94,Wisconsin,3.74,53220
East Massapequa,Laurel Elliston,Corporate,0.06,1,2012-12-03,17317,Not Specified,7,0.38,Office Supplies,Small Box,Grip Seal Envelopes,Envelopes,-20.87,East,2392,34.66,2012-12-05,Regular Air,4.99,New York,4.42,11758
Flower Mound,Erin Ashbrook,Consumer,0.04,1,2012-12-04,13479,High,13,0.56,Technology,Small Box,i470,Telephones and Communication,-1.628,Central,1875,2206.991,2012-12-05,Regular Air,5.26,Texas,205.99,75028
Flower Mound,Erin Ashbrook,Consumer,0.09,1,2012-12-04,13479,High,3,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-322.95,Central,1874,292.96,2012-12-06,Regular Air,19.99,Texas,99.99,75028
Whitehall,Odella Nelson,Small Business,0.09,1,2012-12-04,29889,Not Specified,44,0.51,Office Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Pens & Art Supplies,23.87,East,4204,243.5,2012-12-07,Regular Air,1.67,Ohio,5.98,43213
Columbus,Carl Weiss,Consumer,0.1,1,2012-12-04,15040,Low,48,0.4,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,114.02,South,2103,410.35,2012-12-08,Express Air,2.15,Mississippi,9.11,39701
Providence,Noel Staavos,Home Office,0.07,1,2012-12-05,1444,Medium,25,0.4,Office Supplies,Small Box,Xerox 1979,Paper,181.98,East,221,772.24,2012-12-06,Regular Air,8.74,Rhode Island,30.98,2908
Coconut Creek,Gary Hwang,Home Office,0.05,1,2012-12-05,50275,Medium,31,0.37,Office Supplies,Small Box,Xerox 226,Paper,-56.39,South,7040,211.94,2012-12-06,Regular Air,5.84,Florida,6.48,33063
Coconut Creek,Gary Hwang,Home Office,0.03,1,2012-12-05,50275,Medium,5,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,-1565.913,South,7039,9704.37,2012-12-06,Express Air,13.99,Florida,1938.02,33063
Cheshire,Noel Staavos,Home Office,0.02,1,2012-12-05,1444,Medium,2,0.36,Office Supplies,Small Box,Xerox 1984,Paper,-13.67,East,219,21.44,2012-12-07,Regular Air,8.74,Connecticut,6.48,6408
Englewood,Noel Staavos,Home Office,0.02,1,2012-12-05,1444,Medium,24,0.58,Office Supplies,Small Box,Advantus Rolling Storage Box,Storage & Organization,24.33,East,220,416.4,2012-12-07,Regular Air,4.96,New Jersey,17.15,7631
Gilbert,Ashley Jarboe,Home Office,0.09,1,2012-12-05,36069,Low,20,0.36,Office Supplies,Small Box,Xerox 1922,Paper,-92.01,West,5061,102.61,2012-12-07,Regular Air,7.44,Arizona,4.98,85234
Bangor,Noel Staavos,Home Office,0.06,1,2012-12-05,1444,Medium,32,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,8249.86,East,217,21717.36,2012-12-07,Express Air,24.49,Maine,699.99,4401
Burlington,Noel Staavos,Home Office,0.04,1,2012-12-05,1444,Medium,13,0.59,Technology,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,Office Machines,1759.34,East,218,15823.27,2012-12-08,Delivery Truck,14.7,Vermont,1360.14,5401
Gilbert,Ashley Jarboe,Home Office,0.09,1,2012-12-05,36069,Low,13,0.4,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,107.74,West,5059,453.09,2012-12-10,Regular Air,6.66,Arizona,35.94,85234
Clayton,Brian Thompson,Home Office,0.07,1,2012-12-05,16032,Low,35,0.48,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,75.61,Central,2216,436.98,2012-12-12,Regular Air,4.98,MO,12.64,63105
Gilbert,Ashley Jarboe,Home Office,0,1,2012-12-05,36069,Low,15,0.75,Furniture,Medium Box,Tenex Antistatic Computer Chair Mats,Office Furnishings,966.81,West,5060,2758.22,2012-12-12,Regular Air,13.99,Arizona,170.98,85234
Mehlville,Lycoris Saunders,Corporate,0.07,1,2012-12-06,39015,Medium,11,0.37,Office Supplies,Small Box,Xerox 1994,Paper,-28.45,Central,5502,74.02,2012-12-06,Regular Air,5.74,MO,6.48,63129
Mehlville,Lycoris Saunders,Corporate,0.05,1,2012-12-06,39015,Medium,13,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,567.59,Central,5501,5236.14,2012-12-06,Delivery Truck,12.06,MO,399.98,63129
Cuyahoga Falls,Ben Ferrer,Corporate,0.08,1,2012-12-06,41185,Critical,2,0.36,Office Supplies,Small Box,Xerox 196,Paper,-12.83,East,5806,18.81,2012-12-07,Regular Air,7.96,Ohio,5.78,44221
Leavenworth,Sonia Sunley,Small Business,0,1,2012-12-06,24737,High,26,0.37,Office Supplies,Small Box,Xerox 1995,Paper,-28.15,Central,3475,182.09,2012-12-07,Regular Air,5.19,Kansas,6.48,66048
Waco,Edward Nazzal,Home Office,0.05,1,2012-12-06,46528,Medium,43,0.78,Furniture,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,-865.98,Central,6538,2980.15,2012-12-08,Express Air,37.58,Texas,70.71,76706
Laredo,Duane Huffman,Consumer,0.08,1,2012-12-06,45824,Not Specified,44,0.57,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,1232.79,Central,6443,6123.48,2012-12-08,Regular Air,24.49,Texas,140.81,78041
Midwest City,Nat Gilpin,Consumer,0.09,1,2012-12-06,16480,Not Specified,14,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-69.529,Central,2286,87.23,2012-12-08,Express Air,7.78,Oklahoma,5.4,73110
Collierville,Roy Collins,Corporate,0.08,1,2012-12-06,45959,Medium,15,0.38,Office Supplies,Small Box,GBC ProClick Spines for 32-Hole Punch,Binders and Binder Accessories,-2.6335,South,6454,201.74,2012-12-08,Express Air,7.17,Tennessee,12.53,38017
Columbia,Roy Collins,Corporate,0,1,2012-12-06,45959,Medium,35,0.41,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,155.17,South,6455,1822.13,2012-12-08,Regular Air,19.99,Tennessee,49.99,38401
Chambersburg,Fred Wasserman,Home Office,0,1,2012-12-06,24455,Not Specified,8,0.48,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,-10.59,East,3430,169.11,2012-12-08,Regular Air,1.99,Pennsylvania,20.89,17201
Leavenworth,Sonia Sunley,Small Business,0.09,1,2012-12-06,24737,High,3,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,-210.97,Central,3474,549.92,2012-12-09,Delivery Truck,26.2,Kansas,180.98,66048
Waco,Edward Nazzal,Home Office,0.01,1,2012-12-06,46528,Medium,23,0.37,Office Supplies,Small Box,Xerox 1939,Paper,57.25,Central,6539,476.04,2012-12-09,Regular Air,9.54,Texas,18.97,76706
Chambersburg,Fred Wasserman,Home Office,0.07,1,2012-12-06,24455,Not Specified,41,0.51,Office Supplies,Wrap Bag,Fluorescent Highlighters by Dixon,Pens & Art Supplies,27.38,East,3431,152.59,2012-12-09,Regular Air,0.83,Pennsylvania,3.98,17201
Terrytown,Aleksandra Gannaway,Corporate,0.04,1,2012-12-07,36992,Medium,34,0.6,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",61.57,South,5203,459.08,2012-12-09,Express Air,3.14,Louisiana,12.98,70056
Holland,Patrick O'Brill,Home Office,0,1,2012-12-07,8229,Medium,50,0.36,Office Supplies,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",Paper,-4.69,Central,1124,241.01,2012-12-09,Regular Air,3.01,Michigan,4.76,49423
Holland,Patrick O'Brill,Home Office,0.04,1,2012-12-07,8229,Medium,7,0.56,Technology,Jumbo Drum,Okidata ML520 Series Dot Matrix Printers,Office Machines,-502.8078,Central,1123,3565.27,2012-12-09,Delivery Truck,14.7,Michigan,510.14,49423
Hollywood,Sanjit Engle,Home Office,0.05,1,2012-12-07,59365,Medium,1,0.59,Technology,Jumbo Drum,Epson LQ-870 Dot Matrix Printer,Office Machines,-1220.9145,South,8310,534.3,2012-12-09,Delivery Truck,14.7,Florida,535.64,33021
Cloverleaf,Matt Collister,Home Office,0,1,2012-12-07,54755,Critical,44,0.77,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,443.52,Central,7643,3421.88,2012-12-10,Regular Air,4,Texas,73.98,77015
Alexandria,Georgia Rosenberg,Consumer,0.02,1,2012-12-07,35457,Low,45,0.59,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,1102.58,South,4984,3286.27,2012-12-14,Regular Air,3.5,Virginia,70.97,22304
Laconia,Sylvia Foulston,Corporate,0.09,1,2012-12-08,47617,Not Specified,17,0.4,Office Supplies,Small Box,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,1680.9175,East,6691,5001.29,2012-12-09,Regular Air,19.99,New Hampshire,304.99,3246
Coeur D Alene,Shaun Chance,Corporate,0.05,1,2012-12-08,37700,Critical,27,0.37,Office Supplies,Small Box,GBC Therma-A-Bind 250T Electric Binding System,Binders and Binder Accessories,1169.7105,West,5295,3390.51,2012-12-11,Express Air,19.99,Idaho,122.99,83814
South Hadley,Eleni McCrary,Corporate,0.05,1,2012-12-09,51233,Low,3,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,20.12,East,7179,26.5,2012-12-09,Regular Air,4,MA,7.59,1075
Batavia,Becky Castell,Consumer,0.06,1,2012-12-09,50754,Not Specified,9,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-58.344,Central,7111,64.0305,2012-12-10,Regular Air,5.03,Illinois,7.99,60510
Inkster,Patrick O'Brill,Home Office,0.04,1,2012-12-09,8290,Critical,32,0.39,Office Supplies,Small Box,Avery 48,Labels,101.8,Central,1134,209.02,2012-12-11,Regular Air,0.5,Michigan,6.3,48141
West Bend,Victoria Wilson,Home Office,0.03,1,2012-12-09,41765,Medium,41,0.37,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-95.9905,Central,5887,204.99,2012-12-11,Regular Air,4.95,Wisconsin,4.98,53095
Murray,Annie Thurman,Consumer,0.05,1,2012-12-09,59297,Medium,13,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-205.0242,West,8303,1582.47,2012-12-11,Delivery Truck,56.14,Utah,119.99,84107
Columbus,Carlos Soltero,Small Business,0.1,1,2012-12-10,56803,Not Specified,42,0.37,Office Supplies,Small Box,Xerox 1976,Paper,-103.27,Central,7949,258.19,2012-12-10,Regular Air,5.9,Indiana,6.48,47201
Highlands Ranch,Art Foster,Home Office,0.1,1,2012-12-10,5735,Medium,10,0.66,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,-107.49,West,801,2665.64,2012-12-11,Delivery Truck,35.67,Colorado,280.98,80126
